TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
TR120,A111,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Perform other related services as required by the matter. Also summarize key issues for client call and record action items in the prosecution log.",Associate,Y,N
TR510,A104,"Prepare and file trademark application for {NAME_PLACEHOLDER} One covering restaurant services, including specimen and first-use information. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA350,A103,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA270,A104,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA270,A111,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.",Associate,Y,N
PA230,A102,Conduct clearance review of patent claims related to the cloud security protocol implementation and potential third-party coverage. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA399,A104,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA410,A103,"Prepare and file information disclosure statement listing prior art references and related submission forms. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
TR120,A101,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR310,A106,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering financial services, including specimen and first-use information. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
PA220,A101,"Perform patentability prior art search and analyze references relevant to the disclosed semiconductor packaging method. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
PA130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA420,A104,"Draft preliminary amendment updating claims or application details prior to substantive examination. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA699,A104,"Complete IP prosecution work associated with task PA699 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA340,A102,"Prepare plant patent application materials, including deposit documentation and drawings, for JP filing. Conduct targeted legal and factual research to support the task.",Associate,N,N
PA230,A102,Conduct clearance review of patent claims related to the industrial robotics gripper implementation and potential third-party coverage. Conduct targeted legal and factual research to support the task.,Partner,N,N
TR430,A106,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
TR399,A102,Complete IP prosecution work associated with task TR399 and document outcomes for the client. Conduct targeted legal and factual research to support the task.,Associate,N,N
