TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
TR610,A103,"Prepare international renewal or maintenance filing for VECTRA. Confirm requirements, draft declarations, and coordinate payment of official fees.",Associate,N,N
TR720,A110,"Conduct portfolio review for SUMMIT family of marks. Identify gaps, upcoming renewals, and recommend consolidation or expansion strategies.",Associate,N,N
TR730,A103,"Prepare trademark assignment for KINETIC. Draft assignment document, coordinate execution, and file recordation with USPTO or WIPO as needed.",Partner,N,N
TR740,A103,"Draft trademark license agreement provisions for EMBER. Address quality control language, permitted use, and reporting obligations.",Associate,N,N
TR750,A102,Evaluate domain name availability and risk for HARBOR. Review WHOIS records and recommend defensive registrations under key gTLDs.,Associate,N,N
TR770,A103,"Prepare UDRP complaint materials related to RADIANT. Draft statement of facts, evidence exhibits, and requested remedies.",Associate,Y,N
TR710,A104,Prepare trademark opinion for POLARIS addressing clearance results and registrability. Provide practical recommendations and next steps for client.,Paralegal,N,N
TR399,A103,Prepare ancillary domestic filing for ORION including amendments and corrections. Draft revised identification and coordinate electronic submission.,Partner,Y,N
TR499,A111,Handle other domestic prosecution tasks for SATURN including examiner interview prep and follow-up. Summarize outcomes and update docket.,Paralegal,Y,N
TR699,A111,Handle other international prosecution tasks for NOVA including local counsel coordination and procedural follow-up. Track deadlines and status updates.,Paralegal,N,N
TR220,A102,"Perform registerability investigation for the LUMEN mark for downloadable mobile app software for payment processing in IP Australia. Document conflicts, descriptiveness concerns, and filing recommendations.",Associate,N,N
TR230,A102,Conduct comprehensive trademark clearance search for CRESCENT covering software-as-a-service for document automation and workflow in KIPO. Analyze search results and provide risk assessment to client.,Associate,N,N
TR120,A101,"Develop filing strategy for AURORA including classes Class 9 and geographic rollout. Outline prosecution timeline, costs, and recommended specimen approach.",Partner,N,N
TR310,A103,"Prepare and file domestic trademark application for ECLIPSE covering software-as-a-service for document automation and workflow in CIPO. Draft identification, select basis, and coordinate signature requirements.",Paralegal,N,N
TR130,A110,"Organize and manage trademark file materials for PULSE including evidence, specimens, and correspondence. Update matter notes and maintain document version control.",Partner,N,N
TR430,A103,Draft and revise response to office action for VECTRA in WIPO/Madrid. Address likelihood of confusion and descriptiveness issues with legal argument and amendments.,Partner,N,N
TR430,A104,"Review office action issued for SUMMIT by UKIPO and analyze refusal grounds. Summarize options, deadlines, and recommended response strategy.",Associate,N,N
TR410,A103,Prepare declaration or affidavit filing for KINETIC including verified statements and supporting exhibits. Coordinate execution and submit electronically where required.,Associate,N,N
TR410,A103,Prepare statement of use and specimen package for EMBER. Review specimen acceptability and draft declarations to support use in commerce.,Paralegal,N,N
TR410,A103,"Prepare and file extension request for statement of use for HARBOR. Confirm deadlines, draft request, and update docket with new due dates.",Paralegal,N,N
TR250,A102,Set up publication watch for RADIANT and monitor new filings in relevant classes Class 9. Review alerts weekly and flag potential conflicts.,Paralegal,N,N
TR260,A102,Investigate potential trademark infringement involving POLARIS and software-as-a-service for document automation and workflow. Gather marketplace evidence and summarize enforcement options for client.,Paralegal,N,N
TR440,A103,"Draft notice of opposition pleadings for ORION before TTAB or equivalent tribunal. Prepare claims, supporting facts, and required exhibits.",Partner,N,N
TR440,A105,"Communicate with opposing counsel regarding opposition related to SATURN. Discuss settlement posture, extensions, and procedural scheduling matters.",Associate,N,N
TR270,A110,"Update trademark prosecution status for NOVA in CNIPA. Review docket, confirm deadlines, and send status report to the legal team.",Paralegal,N,N
TR510,A103,"Prepare international trademark application for LUMEN via WIPO/Madrid. Determine priority claims, designate countries, and draft goods/services in Class 9.",Associate,N,N
TR630,A103,"Draft response to international office action for CRESCENT. Coordinate translation needs, local counsel instructions, and filing logistics in UKIPO.",Paralegal,N,N
TR610,A103,"Prepare international renewal or maintenance filing for AURORA. Confirm requirements, draft declarations, and coordinate payment of official fees.",Associate,N,N
TR720,A110,"Conduct portfolio review for ECLIPSE family of marks. Identify gaps, upcoming renewals, and recommend consolidation or expansion strategies.",Partner,N,N
TR730,A103,"Prepare trademark assignment for PULSE. Draft assignment document, coordinate execution, and file recordation with EUIPO or WIPO as needed.",Associate,N,N
TR740,A103,"Draft trademark license agreement provisions for VECTRA. Address quality control language, permitted use, and reporting obligations.",Paralegal,N,N
TR750,A102,Evaluate domain name availability and risk for SUMMIT. Review WHOIS records and recommend defensive registrations under key gTLDs.,Associate,N,N
TR770,A103,"Prepare UDRP complaint materials related to KINETIC. Draft statement of facts, evidence exhibits, and requested remedies.",Paralegal,N,N
TR710,A104,Prepare trademark opinion for EMBER addressing clearance results and registrability. Provide practical recommendations and next steps for client.,Paralegal,N,N
TR399,A103,Prepare ancillary domestic filing for HARBOR including amendments and corrections. Draft revised identification and coordinate electronic submission.,Paralegal,N,N
TR499,A111,Handle other domestic prosecution tasks for RADIANT including examiner interview prep and follow-up. Summarize outcomes and update docket.,Associate,N,N
TR699,A111,Handle other international prosecution tasks for POLARIS including local counsel coordination and procedural follow-up. Track deadlines and status updates.,Partner,N,N
TR220,A102,"Perform registerability investigation for the ORION mark for software-as-a-service for document automation and workflow in JPO. Document conflicts, descriptiveness concerns, and filing recommendations.",Partner,N,N
TR230,A102,Conduct comprehensive trademark clearance search for SATURN covering downloadable mobile app software for payment processing in INPI (France). Analyze search results and provide risk assessment to client.,Associate,N,N
TR120,A101,"Develop filing strategy for NOVA including classes Class 9 and geographic rollout. Outline prosecution timeline, costs, and recommended specimen approach.",Partner,Y,N
TR310,A103,"Prepare and file domestic trademark application for LUMEN covering downloadable mobile app software for payment processing in IP Australia. Draft identification, select basis, and coordinate signature requirements.",Paralegal,N,N
TR130,A110,"Organize and manage trademark file materials for CRESCENT including evidence, specimens, and correspondence. Update matter notes and maintain document version control.",Paralegal,N,N
