TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,Blockbilling
L300,A103,Arrange courier for courtesy copies re deposition logistics,Paralegal,N
L130,A110,Update docket and calendar key dates re settlement framework,Paralegal,N
L110,A101,Conference with {NAME_PLACEHOLDER} re strategy re settlement framework,Partner,N
L300,A110,Assess risk and exposure estimates re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A110,Review and summarize deposition transcript re trial preparation,Associate,N
L300,A103,Coordinate court reporter and videographer re discovery issues,Paralegal,N
L300,A110,Prepare proof of service re deposition logistics,Paralegal,N
L400,A112,Review opposing expert report re trial preparation,Associate,N
L340,A113,Organize correspondence archive,Paralegal,N
L400,A101,Draft pretrial conference statement re settlement framework,Associate,N
L110,A111,Evaluate settlement options regarding expert strategy,Partner,N
L200,A112,Track discovery deficiencies re motion practice,Paralegal,N
L300,A107,Draft notice of deposition re trial preparation to {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Prepare deposition cross outline re compliance with local rules,Associate,N
L400,A111,Coordinate hearing logistics re scheduling and deadlines with {NAME_PLACEHOLDER},Paralegal,N
L200,A112,Analyze opposing counsel tactics re motion practice,Partner,N
L300,A110,Assess risk and exposure estimates re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L430,A110,Prepare witness examination outlines re settlement framework,Partner,N
L300,A107,Draft notice of deposition re discovery issues,Paralegal,N
L200,A107,Draft reply brief re scheduling and deadlines,Associate,N
L130,A107,Draft responses to RFPs and RFAs,Associate,N
L200,A107,Approve final brief for filing re discovery issues,Partner,N
L300,A105,Prepare jury instructions research re deposition logistics,Associate,N
L200,A110,Schedule deposition with {NAME_PLACEHOLDER} re motion practice,Paralegal,N
L300,A110,Review and summarize deposition transcript re discovery issues,Associate,N
L200,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions; Prepare jury instructions research re mediation planning; Research sanctions standards re deposition logistics; Draft motion for summary judgment,Associate,Y
L300,A109,Track discovery deficiencies re settlement framework,Paralegal,N
L240,A113,Bates label and organize document set re mediation planning,Paralegal,N
L510,A105,Legal research on dispositive issues re settlement framework,Associate,N
L400,A112,Prepare witness availability chart re trial preparation,Paralegal,N
L300,A110,Assess risk and exposure estimates re deposition logistics,Partner,N
L300,A110,Update docket and calendar key dates re deposition logistics; Prepare and serve subpoenas; Assemble exhibit binders,Paralegal,Y
L400,A111,Prepare hearing binder and exhibits re settlement framework,Associate,N
L110,A108,Evaluate removal/remand options regarding expert strategy,Partner,N
L300,A110,Review and summarize deposition transcript re case budget with {NAME_PLACEHOLDER},Associate,N
L300,A112,Review discovery plan and priorities re case budget,Partner,N
L300,A110,Prepare trial notebook sections re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L200,A107,Draft motion for summary judgment re mediation planning,Associate,N
L240,A102,Maintain case chronology re mediation planning,Paralegal,N
L300,A107,Draft notice of deposition re deposition logistics to {NAME_PLACEHOLDER},Paralegal,N
L400,A112,Review trial exhibit list re case budget,Partner,N
L110,A101,Strategy conference re case posture re compliance with local rules with {NAME_PLACEHOLDER},Partner,N
L200,A107,Draft opposition to motion to compel re case budget,Associate,N
L240,A109,Prepare witness examination outlines re mediation planning,Partner,N
L300,A110,Approve deposition strategy regarding expert strategy,Partner,N
L300,A108,Prepare interrogatories and RFPs re settlement framework,Associate,N
L400,A107,Draft statement of undisputed facts re trial preparation,Associate,N
L140,A107,Draft joint case management statement re case budget,Associate,N
L300,A102,Evaluate settlement options re discovery issues,Partner,N
L200,A105,Draft opposition to motion to compel re mediation planning; Prepare exhibit list cross-references regarding expert strategy; Prepare interrogatories and RFPs; Research expert admissibility (Daubert) regarding expert strategy (follow-up),Associate,Y
L200,A107,Draft opposition to motion to compel re motion practice,Associate,N
L310,A106,Prepare witness examination outlines re compliance with local rules,Partner,N
L300,A110,Review and summarize deposition transcript,Associate,N
L110,A101,Strategy conference re case posture re compliance with local rules,Partner,N
L300,A102,Research expert admissibility (Daubert); Prepare deposition cross outline with {NAME_PLACEHOLDER} re discovery issues; Review opposing expert report; Legal research on dispositive issues; Meet and confer with opposing counsel (follow-up),Associate,Y
L420,A103,Evaluate settlement options,Partner,N
L200,A105,Prepare jury instructions research re motion practice,Associate,N
L400,A104,Evaluate appeal issues re trial preparation,Partner,N
L200,A107,Draft motion for summary judgment re case budget,Associate,N
L300,A113,Bates label and organize document set re discovery issues,Paralegal,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re settlement framework,Associate,N
L300,A110,Approve deposition strategy re scheduling and deadlines,Partner,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER},Paralegal,N
L310,A106,Prepare witness examination outlines re compliance with local rules,Partner,N
L200,A112,Analyze opposing counsel tactics re motion practice,Partner,N
L110,A107,Draft notice of removal regarding expert strategy,Associate,N
L300,A107,Draft subpoena to third party re deposition logistics,Associate,N
L300,A110,Coordinate hearing logistics re deposition logistics,Paralegal,N
L300,A110,Track discovery deficiencies re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L400,A111,Prepare hearing binder and exhibits re settlement framework,Associate,N
L300,A107,Draft protective order re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A110,Approve final brief for filing re trial preparation,Partner,N
L110,A103,Outline oral argument themes regarding expert strategy,Partner,N
L200,A110,Maintain case chronology re motion practice,Paralegal,N
L200,A107,High-level review of draft motion re case budget,Partner,N
L200,A107,High-level review of draft motion regarding expert strategy,Partner,N
L210,A113,Bates label and organize document set re compliance with local rules,Paralegal,N
L200,A107,Draft subpoena to third party; Draft reply brief; Draft motion for summary judgment regarding expert strategy,Associate,Y
L110,A112,Review opposing expert report regarding expert strategy,Associate,N
L500,A107,Evaluate appeal issues re scheduling and deadlines,Partner,N
L200,A107,Draft motion to dismiss re trial preparation,Associate,N
L200,A107,Draft motion to dismiss re compliance with local rules,Associate,N
L200,A109,Approve final brief for filing,Partner,N
L200,A107,Draft motion to dismiss re compliance with local rules,Associate,N
L200,A113,Assemble exhibit binders re motion practice,Paralegal,N
L200,A102,Update privilege log spreadsheet re motion practice,Paralegal,N
L300,A110,Review and summarize deposition transcript regarding expert strategy,Associate,N
L240,A112,Review and analyze case law updates re compliance with local rules,Associate,N
L300,A110,Review and summarize deposition transcript regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L300,A110,Review and summarize deposition transcript re discovery issues,Associate,N
L200,A110,Maintain case chronology re motion practice,Paralegal,N
L320,A113,Bates label and organize document set re settlement framework,Paralegal,N
L510,A102,Compile record citations,Paralegal,N
L400,A107,Revise privilege log entries re trial preparation,Associate,N
L300,A103,Arrange courier for courtesy copies re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L440,A103,Arrange courier for courtesy copies re scheduling and deadlines,Paralegal,N
L400,A101,Draft pretrial conference statement re trial preparation with {NAME_PLACEHOLDER},Associate,N
L310,A105,Prepare jury instructions research re scheduling and deadlines,Associate,N
L300,A110,Evaluate appeal issues re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L200,A107,Draft motion for summary judgment re compliance with local rules,Associate,N
L300,A110,Manage document vendor instructions re deposition logistics,Paralegal,N
L400,A113,Update privilege log spreadsheet re trial preparation,Paralegal,N
L300,A104,Prepare interrogatories and RFPs re trial preparation,Associate,N
L200,A107,Draft reply brief re case budget,Associate,N
L200,A107,Draft motion to dismiss re deposition logistics,Associate,N
L300,A112,Review expert retention strategy re discovery issues,Partner,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re mediation planning,Paralegal,N
L140,A107,Revise privilege log entries re case budget,Associate,N
L200,A112,Review discovery plan and priorities re motion practice,Partner,N
L400,A103,Coordinate court reporter and videographer re trial preparation,Paralegal,N
L230,A103,Maintain case chronology re settlement framework,Paralegal,N
L200,A103,Coordinate court reporter and videographer re motion practice,Paralegal,N
L200,A107,Draft motion to dismiss regarding expert strategy,Associate,N
L300,A107,Revise discovery responses re trial preparation,Associate,N
L140,A105,Prepare jury instructions research re case budget,Associate,N
L110,A112,Review expert retention strategy re compliance with local rules,Partner,N
L200,A107,Draft opposition to motion to compel re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A112,Review discovery plan and priorities re settlement framework,Partner,N
L140,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re case budget,Associate,N
L420,A101,Outline oral argument themes re compliance with local rules,Partner,N
L300,A101,Prepare for settlement conference re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L110,A110,Update privilege log spreadsheet regarding expert strategy,Paralegal,N
L200,A112,Review case budget and resourcing re motion practice,Partner,N
L240,A110,Manage document vendor instructions re mediation planning,Paralegal,N
L300,A110,Prepare and serve subpoenas re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L300,A103,Prepare interrogatories and RFPs re scheduling and deadlines,Associate,N
L340,A113,Organize correspondence archive,Paralegal,N
L340,A111,Compile record citations re compliance with local rules,Paralegal,N
L240,A107,Draft statement of undisputed facts re mediation planning,Associate,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} regarding expert strategy,Associate,N
L340,A107,Draft joint case management statement re compliance with local rules,Associate,N
L100,A107,Draft joint case management statement re scheduling and deadlines,Associate,N
L140,A107,Draft notice of removal re case budget,Associate,N
